customer,merchant,fraud,inr_amount,txn_count_customer,is_high_amount,category_fraud_rate,txn_count_category,customer_fraud_rate,merchant_fraud_rate,txn_count_merch,categoy__'es_barsandrestaurants',categoy__'es_contents',categoy__'es_fashion',categoy__'es_food',categoy__'es_health',categoy__'es_home',categoy__'es_hotelservices',categoy__'es_hyper',categoy__'es_leisure',categoy__'es_otherservices',categoy__'es_sportsandtoys',categoy__'es_tech',categoy__'es_transportation',categoy__'es_travel',categoy__'es_wellnessandbeauty'
'C1354917220','M1823072687',0,1493.47,50,0,0.0,505119,0.0,0.0,52216,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1396904959','M1823072687',0,2754.58,84,0,0.0,505119,0.0,0.0,106078,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1723242462','M1823072687',0,2958.15,41,0,0.0,505119,0.0,0.0,38821,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1808964355','M348934600',0,6632.25,89,0,0.0,505119,0.0,0.0,134191,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1434853621','M348934600',0,781.49,133,0,0.0,505119,0.0,0.0,176912,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1389923471','M85975013',0,5739.54,158,0,0.0,26254,0.0,0.0,25751,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1788358708','M348934600',0,3005.81,27,0,0.0,505119,0.0,0.0,47397,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C303533554','M1823072687',0,5251.98,92,0,0.0,505119,0.0326086956521739,0.0,295099,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C447056233','M151143676',0,2415.97,3,0,0.0188294366860191,6373,0.3333333333333333,0.0155781905332534,1669,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
'C1227773968','M1946091778',0,3348.4,8,0,0.0475937955720535,15086,0.0,0.0,63,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C466569235','M1946091778',0,1563.97,41,0,0.0475937955720535,15086,0.0,0.0,621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C728432657','M1053599405',0,7208.19,70,0,0.1051261389698134,16133,0.0285714285714285,0.0,3136,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C951689990','M1823072687',0,1586.81,135,0,0.0,505119,0.0074074074074074,0.0,195727,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C364635096','M1823072687',0,3976.96,102,0,0.0,505119,0.0,0.0,141576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1004109477','M1823072687',0,4040.52,127,0,0.0,505119,0.0,0.0,222510,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1246760376','M1823072687',0,2564.92,47,0,0.0,505119,0.0,0.0,67502,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1499363341','M1823072687',0,1614.62,123,0,0.0,505119,0.0,0.0,204967,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C891364505','M1823072687',0,3836.95,100,0,0.0,505119,0.0,0.0,124482,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C441989517','M348934600',0,1702.0,9,0,0.0,505119,0.0,0.0,18398,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C843083567','M348934600',0,971.15,6,0,0.0,505119,0.0,0.0,65359,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C695481887','M348934600',0,3217.32,16,0,0.0,505119,0.0,0.0,47149,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1166337448','M348934600',0,1684.13,51,0,0.0,505119,0.0980392156862745,0.0,94493,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1740004679','M348934600',0,3760.49,70,0,0.0,505119,0.0,0.0,103599,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C758849918','M1823072687',0,833.13,80,0,0.0,505119,0.05,0.0,169704,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1763311989','M348934600',0,2051.54,17,0,0.0,505119,0.0,0.0,29568,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C168579211','M348934600',0,3999.8,17,0,0.0,505119,0.0,0.0,29545,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C324333692','M1823072687',0,731.84,124,0,0.0,505119,0.0,0.0,177065,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1646349423','M348934600',0,1656.32,139,0,0.0,505119,0.0,0.0,187172,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C864725258','M209847108',0,11472.13,3,1,0.0475937955720535,15086,0.0,0.0416666666666666,96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
'C1718318682','M1823072687',0,952.29,151,0,0.0,505119,0.0,0.0,235514,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1253760419','M1823072687',0,2633.44,69,0,0.0,505119,0.0144927536231884,0.0,262843,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1228152586','M348934600',0,3416.91,59,0,0.0,505119,0.0,0.0,93691,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C222098023','M1823072687',0,1485.53,166,0,0.0,505119,0.0,0.0,263589,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C579648989','M348934600',0,3202.42,60,0,0.0,505119,0.0,0.0,107293,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1926972512','M1823072687',0,5315.53,46,0,0.0,505119,0.0,0.0,42836,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1726895756','M1823072687',0,4430.77,66,0,0.0,505119,0.0454545454545454,0.0,158090,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1626806996','M85975013',0,9543.72,34,1,0.0,26254,0.0,0.0,2473,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C417912401','M1823072687',0,1827.12,33,0,0.0,505119,0.0,0.0,25236,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C396716441','M1823072687',0,1663.27,153,0,0.0,505119,0.0,0.0,271363,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1821035128','M1823072687',0,2557.97,6,0,0.0,505119,0.0,0.0,2845,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C798657650','M348934600',0,3285.84,101,0,0.0,505119,0.0,0.0,148120,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C270217031','M1823072687',0,1029.74,118,0,0.0,505119,0.0,0.0,175291,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1489836575','M1823072687',0,3294.77,135,0,0.0,505119,0.0,0.0,215159,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C245908628','M348934600',0,754.68,107,0,0.0,505119,0.0,0.0,152041,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C350348759','M1823072687',0,95.33,129,0,0.0,505119,0.0,0.0,187972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1353776547','M348934600',0,4941.17,49,0,0.0,505119,0.0,0.0,113407,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C455036670','M1823072687',0,5108.99,150,0,0.0,505119,0.0,0.0,264326,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C152830802','M1823072687',0,5358.23,63,0,0.0,505119,0.0,0.0,60140,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1559339990','M1823072687',0,4621.42,137,0,0.0,505119,0.0,0.0,211930,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1691073795','M348934600',0,1804.28,67,0,0.0,505119,0.0597014925373134,0.0,104640,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1123042802','M1823072687',0,814.26,120,0,0.0,505119,0.0,0.0,181421,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2015203999','M1823072687',0,1723.85,94,0,0.0,505119,0.0,0.0,121360,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1732609230','M348934600',0,483.59,27,0,0.0,505119,0.0,0.0,94626,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1642689499','M348934600',0,1033.71,33,0,0.0,505119,0.0,0.0,55042,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C637831009','M348934600',0,3868.73,156,0,0.0,505119,0.0128205128205128,0.0,194807,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1950870438','M1823072687',0,6389.95,74,0,0.0,505119,0.0,0.0,87076,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1342849651','M1823072687',0,2749.62,81,0,0.0,505119,0.074074074074074,0.0,152509,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1984017083','M151143676',0,3531.11,39,0,0.0188294366860191,6373,0.0,0.0145985401459854,2055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
'C1967337226','M348934600',0,2067.43,108,0,0.0,505119,0.0,0.0,148968,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1379018843','M85975013',0,4876.62,120,0,0.0,26254,0.0,0.0,14335,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C469822988','M1823072687',0,5546.9,97,0,0.0,505119,0.0,0.0,284080,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1030975170','M1823072687',0,1531.21,32,0,0.0,505119,0.0,0.0,25607,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C703281362','M1823072687',0,3828.01,98,0,0.0,505119,0.0,0.0,138972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1105086283','M348934600',0,5025.57,26,0,0.0,505119,0.0,0.0,47587,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C125143024','M1823072687',0,1322.68,77,0,0.0,505119,0.0,0.0,93972,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1476138873','M1823072687',0,3624.45,76,0,0.0,505119,0.0,0.0,85675,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1469453217','M348934600',0,2241.2,95,0,0.0,505119,0.0,0.0,142249,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2025967620','M348934600',0,5505.19,97,0,0.0,505119,0.0824742268041237,0.0,188549,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C380082625','M348934600',0,825.18,41,0,0.0,505119,0.0,0.0,148168,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C16891369','M348934600',0,2051.54,50,0,0.0,505119,0.0,0.0,81163,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C186769596','M1823072687',0,2247.16,130,0,0.0,505119,0.0,0.0,191693,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2042324703','M348934600',0,3865.75,8,0,0.0,505119,0.0,0.0,36905,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1731138845','M348934600',0,3408.97,44,0,0.0,505119,0.0,0.0,78910,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1512444326','M1823072687',0,1791.37,139,0,0.0,505119,0.0,0.0,222796,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C318717540','M1823072687',0,174.77,149,0,0.0,505119,0.0,0.0,255438,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1701618194','M1823072687',0,2101.19,4,0,0.0,505119,0.0,0.0,2615,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C825622087','M348934600',0,2493.42,90,0,0.0,505119,0.0,0.0,134973,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C78938440','M1823072687',0,2234.25,111,0,0.0,505119,0.0,0.0,158434,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1028143403','M348934600',0,1661.29,8,0,0.0,505119,0.0,0.0,14114,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C158030246','M1823072687',0,4941.17,50,0,0.0,505119,0.0,0.0,44882,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C755108533','M348934600',0,757.66,42,0,0.0,505119,0.0,0.0,72670,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C507831273','M1823072687',0,4708.81,148,0,0.0,505119,0.0067567567567567,0.0,238361,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1882290962','M348934600',0,2632.44,3,0,0.0,505119,0.0,0.0,92945,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1697528836','M1823072687',0,1650.37,4,0,0.0,505119,0.0,0.0,2070,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1361037703','M1823072687',0,5586.62,50,0,0.0,505119,0.0,0.0,47759,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C843090653','M1823072687',0,219.45,82,0,0.0,505119,0.0121951219512195,0.0,101884,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1650590141','M348934600',0,4068.32,11,0,0.0,505119,0.0,0.0,20170,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1171622243','M348934600',0,3339.46,49,0,0.0,505119,0.0204081632653061,0.0,81321,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C326815335','M348934600',0,4671.07,133,0,0.0,505119,0.0,0.0,179001,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C300112558','M348934600',0,322.72,40,0,0.0,505119,0.0,0.0,68254,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1984083185','M348934600',0,1520.28,56,0,0.0,505119,0.0,0.0,123358,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1906259613','M348934600',0,4099.1,122,0,0.0,505119,0.0245901639344262,0.0,172706,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C747353905','M1823072687',0,3248.1,37,0,0.0,505119,0.0,0.0,31152,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1526175877','M85975013',0,6602.46,31,0,0.0,26254,0.0,0.0,2445,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C840928568','M348934600',0,1923.44,70,0,0.0,505119,0.0,0.0,115125,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1129111658','M348934600',0,4608.51,19,0,0.0,505119,0.0,0.0,32910,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1806072501','M1823072687',0,1522.27,87,0,0.0,505119,0.0,0.0,109403,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C604267980','M348934600',0,669.28,42,0,0.0,505119,0.0,0.0,100007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1967337226','M1823072687',0,4968.97,63,0,0.0,505119,0.0,0.0,66612,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C546386486','M1053599405',0,4476.44,136,0,0.1051261389698134,16133,0.0735294117647058,0.0,5112,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C93241312','M348934600',0,2255.1,104,0,0.0,505119,0.0,0.0,176002,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C466769207','M1823072687',0,1584.83,119,0,0.0,505119,0.0,0.0,178077,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2037338028','M348934600',0,4402.96,81,0,0.0,505119,0.0,0.0,133221,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C616472041','M1823072687',0,3972.99,49,0,0.0,505119,0.0408163265306122,0.0,41767,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1952937534','M85975013',0,7032.43,32,0,0.0,26254,0.0,0.0,2628,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1174105749','M348934600',0,2590.74,70,0,0.0,505119,0.0,0.0,110254,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C3977999','M1823072687',0,2994.89,137,0,0.0,505119,0.0,0.0,208397,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C575345520','M348934600',0,2599.67,55,0,0.0,505119,0.0363636363636363,0.0,182336,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1698214137','M1823072687',0,4218.26,133,0,0.0,505119,0.0,0.0,220348,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C229592862','M348934600',0,2649.32,20,0,0.0,505119,0.0,0.0,34784,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C262282046','M1823072687',0,1190.61,162,0,0.0,505119,0.0061728395061728,0.0,295571,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C188367998','M1823072687',0,2354.4,8,0,0.0,505119,0.0,0.0,3983,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1491518488','M1823072687',0,923.49,22,0,0.0,505119,0.0,0.0,48498,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C285984841','M1823072687',0,260.17,60,0,0.0,505119,0.0,0.0,59608,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1806072501','M1823072687',0,869.87,81,0,0.0,505119,0.0,0.0,95497,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C78230690','M1823072687',0,405.14,151,0,0.0,505119,0.0,0.0,255495,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1154612561','M1823072687',0,1890.67,107,0,0.0,505119,0.0,0.0,141633,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C395508885','M1823072687',0,3197.46,104,0,0.0,505119,0.0,0.0,137279,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C638119430','M1823072687',0,3013.76,26,0,0.0,505119,0.0,0.0,33779,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2088631865','M85975013',0,2263.05,78,0,0.0,26254,0.0128205128205128,0.0,13252,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1233802034','M349281107',0,7377.99,75,0,0.0179733498605515,6454,0.0,0.0,1035,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
'C312072263','M348934600',0,6099.01,116,0,0.0,505119,0.0,0.0,187787,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C200511130','M1823072687',0,2849.91,79,0,0.0,505119,0.0,0.0,109282,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2089485741','M348934600',0,3029.64,45,0,0.0,505119,0.0,0.0,72691,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C995746715','M480139044',0,2149.84,2,0,0.1051261389698134,16133,0.0,0.3335907335907336,1295,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C812882942','M85975013',0,3562.88,161,0,0.0,26254,0.0062111801242236,0.0,23497,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C897057254','M1823072687',0,596.79,83,0,0.0,505119,0.0,0.0,103711,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1896147467','M1823072687',0,3476.49,93,0,0.0,505119,0.0,0.0,146626,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2008428493','M1823072687',0,2421.93,93,0,0.0,505119,0.032258064516129,0.0,131123,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1745468920','M1823072687',0,2135.94,147,0,0.0,505119,0.0,0.0,243621,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C576453501','M348934600',0,926.47,34,0,0.0,505119,0.0,0.0,60925,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C965801920','M348934600',0,2167.72,69,0,0.0,505119,0.072463768115942,0.0,155683,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C616472041','M348934600',0,3964.06,3,0,0.0,505119,0.0,0.0,4987,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1309403692','M1823072687',0,4214.29,39,0,0.0,505119,0.0,0.0,122656,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1140809068','M1823072687',0,1881.73,115,0,0.0,505119,0.0,0.0,265127,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2051369004','M1823072687',0,72.49,130,0,0.0,505119,0.0538461538461538,0.0,262610,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1620825260','M151143676',0,194.63,20,0,0.0188294366860191,6373,0.0,0.0149783208513992,2537,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
'C1530262146','M348934600',0,4787.25,165,0,0.0,505119,0.006060606060606,0.0,198284,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1931570160','M349281107',0,12387.67,109,1,0.0179733498605515,6454,0.0,0.0,2323,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
'C806399525','M1823072687',0,3968.03,231,0,0.0,505119,0.5367965367965368,0.0,288947,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1902378891','M1823072687',0,3413.93,56,0,0.0,505119,0.0,0.0,86397,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1710387865','M348934600',0,65.54,63,0,0.0,505119,0.0,0.0,154085,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C951702775','M1823072687',0,1743.71,102,0,0.0,505119,0.0,0.0,134794,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1365609574','M1823072687',0,2602.65,64,0,0.0,505119,0.0,0.0,76657,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1927223566','M1823072687',0,1163.8,94,0,0.0,505119,0.0,0.0,129181,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1767103563','M348934600',0,269.1,113,0,0.0,505119,0.0,0.0,151699,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C876944738','M1823072687',0,1263.1,89,0,0.0,505119,0.0,0.0,108570,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C477892356','M1823072687',0,4024.63,39,0,0.0,505119,0.0,0.0,152598,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C639558755','M348934600',0,4517.16,107,0,0.0,505119,0.0,0.0,149357,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1461183154','M1823072687',0,547.14,102,0,0.0,505119,0.0,0.0,223277,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1698085181','M1823072687',0,3626.44,106,0,0.0,505119,0.0,0.0,135402,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1516949785','M348934600',0,3708.86,67,0,0.0,505119,0.0149253731343283,0.0,200856,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C536412201','M348934600',0,3360.31,50,0,0.0,505119,0.04,0.0,187305,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1295945354','M1823072687',0,4022.64,117,0,0.0,505119,0.0,0.0,172369,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C58324694','M85975013',0,117.17,37,0,0.0,26254,0.0,0.0,2850,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C1763311989','M348934600',0,717.94,28,0,0.0,505119,0.0,0.0,45968,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C380911997','M1823072687',0,2452.71,51,0,0.0,505119,0.0,0.0,47676,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C447509116','M348934600',0,3992.85,114,0,0.0,505119,0.0,0.0,156965,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1530098029','M1823072687',0,3667.15,68,0,0.0,505119,0.0,0.0,76610,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C775101977','M348934600',0,1456.73,71,0,0.0,505119,0.0,0.0,111381,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1255149927','M1823072687',0,3678.07,46,0,0.0,505119,0.0,0.0,41212,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C742560751','M348934600',0,3287.82,25,0,0.0,505119,0.0,0.0,45168,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1491518488','M1823072687',0,4930.24,129,0,0.0,505119,0.0,0.0,266836,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C461669469','M1913465890',0,9595.36,138,1,0.1051261389698134,16133,0.0,0.0,2358,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C906611945','M1823072687',0,4423.81,121,0,0.0,505119,0.0165289256198347,0.0,186349,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C450845582','M1823072687',0,2946.23,54,0,0.0,505119,0.0,0.0,55866,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1740186506','M85975013',0,2811.18,130,0,0.0,26254,0.0,0.0,16786,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
'C290140685','M1823072687',0,1866.84,133,0,0.0,505119,0.0,0.0,193796,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C379301962','M348934600',0,6405.84,15,0,0.0,505119,0.0,0.0,72215,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C821630606','M1823072687',0,6491.24,171,0,0.0,505119,0.0,0.0,289802,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C25759288','M1823072687',0,4614.47,94,0,0.0,505119,0.0,0.0,128773,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1979396384','M692898500',0,11546.6,46,1,0.1051261389698134,16133,0.0217391304347826,0.0174165457184325,689,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
'C506520283','M348934600',0,467.7,65,0,0.0,505119,0.0,0.0,104503,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C901025251','M1823072687',0,2614.57,150,0,0.0,505119,0.0,0.0,249644,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1490935984','M348934600',0,1863.86,23,0,0.0,505119,0.3043478260869565,0.0,184814,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C2042324703','M1823072687',0,2567.9,41,0,0.0,505119,0.0,0.0,53799,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1615801620','M1823072687',0,737.8,63,0,0.0,505119,0.0,0.0,65880,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1048588440','M1823072687',0,481.6,37,0,0.0,505119,0.0,0.0,33243,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C609452246','M349281107',0,2968.08,114,0,0.0179733498605515,6454,0.0,0.0,1679,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
'C46234453','M1823072687',0,3876.67,159,0,0.0,505119,0.0,0.0,261608,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1617547021','M1823072687',0,5017.63,93,0,0.0,505119,0.021505376344086,0.0,298164,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C914285365','M1823072687',0,2961.13,48,0,0.0,505119,0.0,0.0,45071,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1098443227','M1823072687',0,1290.9,71,0,0.0,505119,0.0,0.0,99996,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1076053396','M1823072687',0,2488.46,100,0,0.0,505119,0.01,0.0,128950,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C911735174','M1823072687',0,438.91,30,0,0.0,505119,0.0,0.0,24939,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C689850593','M1823072687',0,2092.25,72,0,0.0,505119,0.0,0.0,87964,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C297432139','M1823072687',0,3724.74,77,0,0.0,505119,0.0519480519480519,0.0,184539,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C299858046','M348934600',0,990.02,58,0,0.0,505119,0.0,0.0,88166,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1718591511','M1823072687',0,3881.64,50,0,0.0,505119,0.0,0.0,53224,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
'C1333661820','M348934600',0,3293.78,20,0,0.0,505119,0.0,0.0,33516,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
